Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (°),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Knock Sum (count),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),TPS Volts Main (V),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17439][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: _Stage 1 19psi.ptm - Realtime: _Stage 1 19psi.ptm]
1.928,0.78,7.81,-0.25,14.06,0.00,-10.30,0.0,13.52,-10.07,14.71,14.73,0.0,0.17,888.4,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,393,438,71.8,0,7.00,0.51,84,3,2.26,2.33,0.76,3.00,187,0.0,16.50,795,0.00,5.73,0.000,-26.56,0.68,8.71,5.1,0,0.00,0
1.949,0.78,7.81,-0.25,14.06,0.00,-10.30,0.0,13.60,-10.06,14.71,14.73,0.0,0.17,888.4,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,379,438,71.8,0,7.00,0.51,84,3,2.27,2.38,0.76,3.00,187,0.0,16.50,791,0.00,5.71,0.000,-27.34,0.68,8.71,5.1,0,0.00,0
1.975,0.78,7.81,-0.25,14.07,0.00,-10.30,0.0,13.60,-10.05,14.71,14.73,0.0,0.17,888.0,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,397,438,71.8,0,7.50,0.51,84,3,2.27,2.38,0.76,3.00,187,0.0,16.50,790,0.00,5.70,0.000,-26.56,0.68,8.71,5.1,0,0.00,0
2.005,0.78,7.81,-0.25,14.06,0.00,-10.30,0.0,13.60,-10.05,14.71,14.73,0.0,0.17,888.0,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,382,438,71.8,0,7.50,0.51,84,3,2.28,2.42,0.76,3.01,187,0.0,16.50,790,0.00,5.71,0.000,-26.56,0.68,8.71,5.1,0,0.00,0
2.031,0.78,7.81,-0.25,14.07,0.00,-10.30,0.0,13.44,-10.05,14.71,14.73,0.0,0.17,888.0,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,391,438,71.8,0,7.50,0.51,84,3,2.28,2.42,0.78,3.03,187,0.0,16.50,788,0.00,5.70,0.000,-24.22,0.68,8.71,5.1,0,0.00,0
2.048,0.00,7.81,-0.25,14.08,0.00,-10.30,0.0,13.52,-10.04,14.71,14.73,0.0,0.17,888.0,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,388,438,71.8,0,7.50,0.50,84,3,2.28,2.38,0.76,3.03,187,0.0,16.50,787,0.00,5.70,0.000,-32.81,0.68,8.71,5.1,0,0.00,0
2.080,0.00,7.81,-0.25,14.07,0.00,-10.30,0.0,13.52,-10.04,14.71,14.73,0.0,0.17,888.0,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,390,438,71.8,0,7.50,0.50,84,3,2.29,2.40,0.76,3.05,187,0.0,16.50,785,0.00,5.69,0.000,-32.81,0.68,8.71,5.1,0,0.00,0
2.109,0.00,7.81,-0.25,14.07,0.00,-10.30,0.0,13.52,-10.02,14.71,14.73,0.0,0.17,888.0,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,378,438,71.8,0,7.50,0.50,84,3,2.30,2.45,0.78,3.06,187,0.0,16.50,785,0.00,5.67,0.000,-27.34,0.68,8.71,5.1,0,0.00,0
2.126,0.00,7.81,-0.25,14.09,0.00,-10.30,0.0,13.68,-10.00,14.71,14.73,0.0,0.17,887.5,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,385,438,71.8,0,7.50,0.50,84,3,2.30,2.45,0.78,3.07,187,0.0,16.50,782,0.00,5.67,0.000,-27.34,0.68,8.71,5.5,0,0.00,0
2.154,0.00,7.81,-0.25,14.09,0.00,-10.30,0.0,13.68,-9.99,14.71,14.73,0.0,0.17,887.5,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,381,438,71.8,0,7.50,0.50,84,3,2.31,2.55,0.78,3.07,187,0.0,16.50,782,0.00,5.65,0.000,-27.34,0.68,8.71,5.5,0,0.00,0
2.185,0.00,7.81,-0.25,14.08,0.00,-10.30,0.0,13.60,-9.99,14.71,14.73,0.0,0.17,887.5,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,383,438,71.8,0,7.50,0.50,84,3,2.31,2.49,0.80,3.08,187,0.0,16.50,780,0.00,5.64,0.000,-27.34,0.68,8.71,5.5,0,0.00,0
2.214,0.00,7.81,-0.25,14.10,0.00,-10.30,0.0,13.52,-9.97,14.71,14.73,0.0,0.17,887.5,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,371,438,71.8,0,7.50,0.50,84,3,2.32,2.55,0.78,3.10,187,0.0,16.50,781,0.00,5.63,0.000,-25.78,0.68,8.71,5.5,0,0.00,0
2.247,0.00,7.81,-0.25,14.10,0.00,-10.30,0.0,13.52,-9.97,14.71,14.73,0.0,0.17,887.5,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,389,438,71.8,0,7.50,0.50,84,3,2.33,2.55,0.78,3.10,187,0.0,16.50,782,0.00,5.62,0.000,-25.78,0.68,8.71,5.5,0,0.00,0
2.283,0.00,7.81,-0.25,14.10,0.00,-10.30,0.0,13.60,-9.96,14.71,14.73,0.0,0.17,887.5,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,394,438,71.8,0,8.00,0.50,84,3,2.33,2.58,0.80,3.11,187,0.0,16.50,779,0.00,5.62,0.000,-24.22,0.68,8.71,5.5,0,0.00,0
2.316,0.00,7.81,-0.25,14.09,0.00,-10.30,0.0,13.60,-9.95,14.71,14.73,0.0,0.17,887.1,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,382,438,71.8,0,8.00,0.50,84,3,2.34,2.55,0.80,3.13,187,0.0,16.50,780,0.00,5.60,0.000,-26.56,0.68,8.71,5.5,0,0.00,0
2.333,0.00,7.81,-0.25,14.09,0.00,-10.30,0.0,13.60,-9.93,14.71,14.73,0.0,0.17,887.1,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,383,438,71.8,0,8.00,0.50,84,3,2.35,2.52,0.78,3.15,187,0.0,16.50,781,0.00,5.59,0.000,-30.47,0.68,8.71,5.5,0,0.00,0
2.360,0.00,7.81,-0.25,14.12,0.00,-10.30,0.0,13.68,-9.92,14.71,14.73,0.0,0.18,887.1,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,376,438,71.8,0,8.00,0.50,84,3,2.36,2.49,0.78,3.16,187,0.0,17.00,782,0.00,5.57,0.000,-25.78,0.68,8.71,5.5,0,0.00,0
2.392,0.00,7.81,-0.25,14.11,0.00,-10.40,0.0,13.68,-9.91,14.71,14.73,0.0,0.18,887.1,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,392,438,71.8,0,8.00,0.50,84,3,2.37,2.45,0.78,3.16,187,0.0,17.00,782,0.00,5.58,0.000,-25.78,0.68,8.71,5.5,0,0.00,0
2.425,-0.78,7.81,-0.25,14.12,0.00,-10.40,0.0,13.44,-9.92,14.71,14.73,0.0,0.18,887.1,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,376,438,71.8,0,8.00,0.50,84,3,2.37,2.55,0.80,3.16,187,0.0,17.00,782,0.00,5.57,0.000,-26.56,0.68,8.71,5.5,0,0.00,0
2.452,-0.78,7.81,-0.25,14.11,0.00,-10.40,0.0,13.52,-9.90,14.71,14.73,0.0,0.18,886.7,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,381,438,71.8,0,8.00,0.50,84,3,2.38,2.58,0.80,3.16,187,0.0,17.00,783,0.00,5.55,0.000,-28.12,0.68,8.71,5.1,0,0.00,0
2.468,-0.78,7.81,-0.25,14.12,0.00,-10.40,0.0,13.52,-9.89,14.71,14.73,0.0,0.18,886.7,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,390,438,71.8,0,8.00,0.50,84,3,2.38,2.52,0.80,3.16,187,0.0,17.00,783,0.00,5.56,0.000,-28.12,0.68,8.71,5.1,0,0.00,0
2.500,-0.78,7.81,-0.25,14.11,0.00,-10.40,0.0,13.68,-9.89,14.71,14.73,0.0,0.18,886.7,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,383,438,71.8,0,8.00,0.50,84,3,2.38,2.42,0.78,3.18,187,0.0,17.00,782,0.00,5.54,0.000,-36.72,0.68,8.71,5.1,0,0.00,0
2.528,-0.78,7.81,-0.25,14.13,0.00,-10.40,0.0,13.68,-9.87,14.71,14.73,0.0,0.18,886.7,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,371,438,71.8,0,8.00,0.50,84,3,2.39,2.49,0.78,3.21,187,0.0,17.00,785,0.00,5.53,0.000,-36.72,0.68,8.71,5.1,0,0.00,0
2.560,-0.78,7.81,-0.25,14.14,0.00,-10.40,0.0,13.60,-9.86,14.71,14.73,0.0,0.18,886.7,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,393,438,71.8,0,7.50,0.50,84,3,2.39,2.49,0.78,3.21,187,0.0,17.00,786,0.00,5.53,0.000,-30.47,0.68,8.71,5.1,0,0.00,0
2.589,-0.78,7.81,-0.25,14.13,0.00,-10.40,0.0,13.52,-9.85,14.71,14.73,0.0,0.18,886.7,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,394,438,71.8,0,7.50,0.50,84,3,2.39,2.49,0.78,3.23,187,0.0,17.00,784,0.00,5.51,0.000,-32.03,0.68,8.71,5.1,0,0.00,0
2.606,-0.78,7.81,-0.25,14.13,0.00,-10.40,0.0,13.44,-9.84,14.71,14.73,0.0,0.18,886.7,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,378,438,71.8,0,7.50,0.50,84,3,2.40,2.52,0.78,3.24,187,0.0,17.00,785,0.00,5.49,0.000,-33.59,0.68,8.71,5.1,0,0.00,0
2.630,-0.78,7.81,-0.25,14.15,0.00,-10.40,0.0,13.44,-9.82,14.71,14.73,0.0,0.18,886.3,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,393,438,71.8,0,7.50,0.50,84,3,2.40,2.49,0.78,3.24,187,0.0,17.00,785,0.00,5.48,0.000,-33.59,0.68,8.71,5.1,0,0.00,0
2.657,-0.78,7.81,-0.25,14.16,0.00,-10.40,0.0,13.36,-9.81,14.71,14.73,0.0,0.18,886.3,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,386,438,71.8,0,7.50,0.50,84,3,2.40,2.42,0.78,3.25,187,0.0,17.00,784,0.00,5.47,0.000,-34.38,0.68,8.71,5.1,0,0.00,0
2.682,-0.78,7.81,-0.25,14.14,0.00,-10.40,0.0,13.36,-9.81,14.71,14.73,0.0,0.18,886.3,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,387,438,71.8,0,7.50,0.50,84,3,2.40,2.33,0.78,3.26,187,0.0,17.00,786,0.00,5.46,0.000,-34.38,0.68,8.71,5.1,0,0.00,0
2.709,-0.78,7.81,-0.25,14.15,0.00,-10.40,0.0,13.60,-9.80,14.71,14.73,0.0,0.18,886.3,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,374,438,71.8,0,7.50,0.50,84,3,2.40,2.38,0.74,3.28,187,0.0,17.00,788,0.00,5.46,0.000,-34.38,0.68,8.71,5.1,0,0.00,0
2.749,-0.78,7.81,-0.25,14.17,0.00,-10.40,0.0,13.68,-9.79,14.71,14.73,0.0,0.18,886.3,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,397,438,71.8,0,7.50,0.51,84,3,2.40,2.45,0.76,3.28,187,0.0,17.00,789,0.00,5.45,0.000,-35.94,0.68,8.71,5.1,0,0.00,0
2.780,-0.78,7.81,-0.25,14.17,0.00,-10.40,0.0,13.60,-9.80,14.71,14.73,0.0,0.18,885.8,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,382,438,71.8,0,8.00,0.51,84,3,2.40,2.40,0.76,3.28,187,0.0,17.00,794,0.00,5.46,0.000,-35.16,0.68,8.71,5.1,0,0.00,0
2.802,-0.78,7.81,-0.25,14.16,0.00,-10.30,0.0,13.60,-9.80,14.71,14.73,0.0,0.17,885.8,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,391,438,71.8,0,8.00,0.51,84,3,2.40,2.35,0.76,3.28,187,0.0,16.50,798,0.00,5.46,0.000,-35.16,0.68,8.71,5.1,0,0.00,0
2.838,-1.56,7.81,-0.25,14.19,0.00,-10.31,0.0,13.44,-9.81,14.71,14.73,0.0,0.17,885.8,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,392,438,71.8,0,8.00,0.51,84,3,2.40,2.42,0.76,3.27,187,0.0,16.50,801,0.00,5.45,0.000,-42.19,0.68,8.70,5.1,0,0.00,0
2.861,-1.56,7.81,-0.25,14.18,0.00,-10.31,0.0,13.60,-9.80,14.71,14.73,0.0,0.17,885.8,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,377,438,71.8,0,7.50,0.51,84,3,2.40,2.49,0.78,3.26,187,0.0,16.50,802,0.00,5.44,0.000,-35.94,0.66,8.70,5.1,0,0.00,0
2.893,-1.56,7.81,-0.25,14.19,0.00,-10.31,0.0,13.60,-9.80,14.71,14.73,0.0,0.17,885.8,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,390,438,71.8,0,7.50,0.51,84,3,2.39,2.42,0.78,3.26,187,0.0,16.50,802,0.00,5.45,0.000,-35.94,0.66,8.70,5.1,0,0.00,0
2.922,-1.56,7.81,-0.25,14.20,0.00,-10.34,0.0,13.60,-9.82,14.71,14.73,0.0,0.17,885.8,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,381,438,71.8,0,7.50,0.51,84,3,2.40,2.38,0.78,3.26,187,0.0,16.50,808,0.00,5.42,0.000,-36.72,0.66,8.66,5.1,0,0.00,0
2.954,-1.56,7.81,-0.25,14.21,0.00,-10.34,0.0,13.68,-9.83,14.71,14.73,0.0,0.17,885.4,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,387,438,71.8,0,7.00,0.52,84,3,2.40,2.40,0.76,3.24,187,0.0,16.50,807,0.00,5.43,0.000,-37.50,0.66,8.66,5.1,0,0.00,0
2.970,-1.56,7.81,-0.25,14.20,0.00,-10.34,0.0,13.60,-9.83,14.71,14.73,0.0,0.17,885.4,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,387,438,71.8,0,7.00,0.52,84,3,2.39,2.40,0.76,3.22,187,0.0,16.50,806,0.00,5.45,0.000,-39.06,0.66,8.67,5.1,0,0.00,0
2.998,-1.56,7.81,-0.25,14.21,0.00,-10.34,0.0,13.60,-9.83,14.71,14.73,0.0,0.17,885.4,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,389,438,71.8,0,7.00,0.52,84,3,2.38,2.33,0.76,3.22,187,0.0,16.50,806,0.00,5.45,0.000,-39.06,0.66,8.67,5.1,0,0.00,0
3.029,-1.56,7.81,-0.25,14.23,0.00,-10.34,0.0,13.44,-9.85,14.71,14.73,0.0,0.17,885.4,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,390,438,71.8,0,7.00,0.52,84,3,2.38,2.24,0.74,3.22,187,0.0,16.50,807,0.00,5.46,0.000,-37.50,0.66,8.67,5.1,0,0.00,0
3.059,-1.56,7.81,-0.25,14.23,0.00,-10.36,0.0,13.52,-9.86,14.71,14.73,0.0,0.17,885.4,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,379,438,71.8,0,6.50,0.52,84,3,2.38,2.24,0.74,3.21,187,0.0,16.50,809,0.00,5.47,0.000,-32.03,0.66,8.66,5.1,0,0.00,0
3.090,-1.56,7.81,-0.25,14.23,0.00,-10.36,0.0,13.52,-9.86,14.71,14.73,0.0,0.17,885.4,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,389,438,71.8,0,6.50,0.52,84,3,2.38,2.33,0.74,3.19,187,0.0,16.50,809,0.00,5.45,0.000,-32.03,0.66,8.65,5.1,0,0.00,0
3.112,-1.56,7.81,-0.25,14.24,0.00,-10.37,0.0,13.68,-9.87,14.71,14.73,0.0,0.17,885.0,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,378,438,71.8,0,6.50,0.52,84,3,2.38,2.40,0.76,3.19,187,0.0,16.50,812,0.00,5.46,0.000,-33.59,0.66,8.64,5.1,0,0.00,0
3.148,-1.56,7.81,-0.25,14.26,0.00,-10.34,0.0,13.68,-9.89,14.71,14.73,0.0,0.17,885.0,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,376,438,71.8,0,6.50,0.52,84,3,2.37,2.35,0.76,3.17,187,0.0,16.50,811,0.00,5.48,0.000,-34.38,0.66,8.65,5.1,0,0.00,0
3.178,-1.56,7.81,-0.12,14.25,0.00,-10.34,0.0,13.60,-9.89,14.71,14.73,0.0,0.17,885.0,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,394,438,71.8,0,6.50,0.52,84,3,2.35,2.31,0.76,3.17,187,0.0,16.50,806,0.00,5.52,0.000,-33.59,0.66,8.67,5.1,0,0.00,0
3.208,-1.56,7.81,-0.12,14.25,0.00,-10.34,0.0,13.60,-9.90,14.71,14.73,0.0,0.17,885.0,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,378,438,71.8,0,6.50,0.52,84,3,2.35,2.26,0.76,3.16,187,0.0,16.50,806,0.00,5.52,0.000,-33.59,0.66,8.67,5.1,0,0.00,0
3.240,-1.56,7.81,-0.25,14.29,0.00,-10.34,0.0,13.52,-9.90,14.71,14.73,0.0,0.17,885.0,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,387,438,71.8,0,6.50,0.52,84,3,2.34,2.28,0.74,3.15,187,0.0,16.50,803,0.00,5.52,0.000,-31.25,0.66,8.68,5.1,0,0.00,0
3.269,-1.56,7.81,-0.12,14.28,0.00,-10.32,0.0,13.60,-9.91,14.71,14.73,0.0,0.17,884.6,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,386,438,71.8,0,6.50,0.51,84,3,2.34,2.33,0.74,3.15,187,0.0,16.50,802,0.00,5.55,0.000,-31.25,0.68,8.69,5.1,0,0.00,0
3.295,-1.56,7.81,-0.12,14.28,0.00,-10.31,0.0,13.76,-9.92,14.71,14.73,0.0,0.17,884.6,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,392,438,71.8,0,7.00,0.51,84,3,2.34,2.35,0.76,3.15,187,0.0,16.50,801,0.00,5.57,0.000,-36.72,0.66,8.70,5.1,0,0.00,0
3.316,-1.56,7.81,-0.12,14.29,0.00,-10.30,0.0,13.76,-9.93,14.71,14.73,0.0,0.17,884.6,15.68,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,380,438,71.8,0,7.00,0.51,84,3,2.33,2.31,0.76,3.15,187,0.0,16.50,796,0.00,5.58,0.000,-36.72,0.66,8.71,5.1,0,0.00,0
3.347,-1.56,7.81,-0.12,14.31,0.00,-10.30,0.0,13.68,-9.92,14.71,14.73,0.0,0.17,884.6,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,393,438,71.8,0,7.00,0.51,84,3,2.33,2.26,0.74,3.15,187,0.0,16.50,794,0.00,5.57,0.000,-22.66,0.66,8.71,5.1,0,0.00,0
3.377,-1.56,7.81,-0.12,14.31,0.00,-10.30,0.0,13.52,-9.91,14.71,14.73,0.0,0.17,884.6,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,395,438,71.8,0,7.00,0.51,84,3,2.33,2.26,0.72,3.14,187,0.0,16.50,791,0.00,5.57,0.000,-19.53,0.68,8.71,5.1,0,0.00,0
3.396,-1.56,7.81,-0.12,14.31,0.00,-10.30,0.0,13.52,-9.93,14.71,14.73,0.0,0.17,884.6,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,383,438,71.8,0,7.00,0.51,84,3,2.33,2.31,0.72,3.14,187,0.0,16.50,786,0.00,5.58,0.000,-19.53,0.68,8.71,5.1,0,0.00,0
3.434,-2.34,7.81,-0.12,14.33,0.00,-10.30,0.0,13.52,-9.93,14.71,14.73,0.0,0.17,884.2,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,389,438,71.8,0,7.50,0.50,84,3,2.33,2.40,0.74,3.15,187,0.0,16.50,786,0.00,5.57,0.000,-26.56,0.68,8.71,5.1,0,0.00,0
3.450,-1.56,7.81,-0.12,14.34,0.00,-10.30,0.0,13.60,-9.91,14.71,14.73,0.0,0.17,884.2,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,375,438,71.8,0,7.50,0.50,84,3,2.34,2.49,0.76,3.15,187,0.0,16.50,786,0.00,5.56,0.000,-27.34,0.68,8.71,5.1,0,0.00,0
3.478,-1.56,7.81,-0.12,14.34,0.00,-10.30,0.0,13.60,-9.90,14.71,14.73,0.0,0.17,884.2,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,394,438,71.8,0,7.50,0.50,84,3,2.34,2.42,0.76,3.15,187,0.0,16.50,783,0.00,5.57,0.000,-27.34,0.68,8.71,5.1,0,0.00,0
3.510,-2.34,7.81,-0.12,14.36,0.00,-10.30,0.0,13.76,-9.91,14.71,14.73,0.0,0.17,884.2,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,378,438,71.8,0,7.50,0.50,84,3,2.35,2.49,0.78,3.17,187,0.0,16.50,787,0.00,5.56,0.000,-28.12,0.68,8.71,5.5,0,0.00,0
3.541,-1.56,7.81,-0.12,14.38,0.00,-10.30,0.0,13.76,-9.90,14.71,14.73,0.0,0.17,884.2,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,388,438,71.8,0,7.50,0.50,84,3,2.36,2.52,0.78,3.18,187,0.0,16.50,787,0.00,5.55,0.000,-27.34,0.68,8.71,5.1,0,0.00,0
3.570,-1.56,7.81,-0.12,14.38,0.00,-10.30,0.0,13.76,-9.88,14.71,14.73,0.0,0.17,884.2,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,386,438,71.8,0,7.50,0.50,84,3,2.36,2.45,0.78,3.18,187,0.0,16.50,788,0.00,5.55,0.000,-27.34,0.68,8.71,5.1,0,0.00,0
3.586,-1.56,7.81,-0.12,14.37,0.00,-10.30,0.0,13.60,-9.89,14.71,14.73,0.0,0.17,883.7,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,388,438,71.8,0,7.50,0.50,84,3,2.37,2.55,0.78,3.18,187,0.0,16.50,790,0.00,5.54,0.000,-28.12,0.68,8.71,5.1,0,0.00,0
3.614,-2.34,7.81,-0.12,14.40,0.00,-10.30,0.0,13.60,-9.88,14.71,14.73,0.0,0.17,883.7,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,381,438,71.8,0,8.00,0.51,84,3,2.37,2.52,0.78,3.19,187,0.0,16.50,790,0.00,5.53,0.000,-28.12,0.68,8.71,5.1,0,0.00,0
3.643,-2.34,7.81,-0.12,14.40,0.00,-10.30,0.0,13.60,-9.88,14.71,14.73,0.0,0.17,883.7,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,393,438,71.8,0,8.00,0.51,84,3,2.38,2.52,0.78,3.19,187,0.0,16.50,790,0.00,5.53,0.000,-28.12,0.68,8.71,5.1,0,0.00,0
3.672,-2.34,7.81,-0.12,14.41,0.00,-10.30,0.0,13.52,-9.88,14.71,14.73,0.0,0.17,883.7,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,381,438,71.8,0,8.00,0.51,84,3,2.38,2.55,0.80,3.20,187,0.0,16.50,792,0.00,5.53,0.000,-38.28,0.68,8.71,5.1,0,0.00,0
3.701,-2.34,7.81,-0.12,14.41,0.00,-10.30,0.0,13.76,-9.87,14.71,14.73,0.0,0.17,883.7,15.88,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,386,438,71.8,0,7.50,0.51,84,3,2.39,2.49,0.80,3.20,187,0.0,16.50,792,0.00,5.53,0.000,-31.25,0.68,8.71,5.1,0,0.00,0
3.729,-2.34,7.81,-0.12,14.43,0.00,-10.40,0.0,13.76,-9.87,14.71,14.73,0.0,0.18,883.7,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,379,438,71.8,0,7.50,0.51,84,3,2.39,2.45,0.80,3.20,187,0.0,16.50,792,0.00,5.52,0.000,-31.25,0.68,8.71,5.1,0,0.00,0
3.743,-2.34,7.81,-0.12,14.44,0.00,-10.40,0.0,13.76,-9.87,14.71,14.73,0.0,0.18,883.3,15.81,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,392,438,71.8,0,7.50,0.51,84,3,2.39,2.38,0.78,3.20,187,0.0,17.00,791,0.00,5.53,0.000,-30.47,0.68,8.71,5.1,0,0.00,0
