Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volt (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Actual (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volt (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.1-17032][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1 91 v361.ptm - Realtime: Stage1 91 v361.ptm]
38.545,0.00,-0.78,0.00,14.76,16.69,15.60,64.3,13.28,1.58,14.77,14.63,0.0,1.03,1048.0,14.82,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1563,1646,71.8,3,11.00,3.89,73,35.46,33.65,2.36,14.97,206,0.0,12.00,2026,300.64,9.86,1.000,34.38,24.64,100.0,27,41.96,0
38.559,0.00,-0.78,0.00,14.68,15.00,18.07,65.1,13.44,1.67,14.77,14.63,0.0,1.06,1048.0,14.82,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1503,1646,71.8,3,11.00,3.91,73,36.41,43.93,2.50,15.07,206,0.0,11.50,2036,302.29,9.88,1.000,37.50,24.74,100.0,27,42.75,0
38.588,0.00,-0.78,0.00,14.69,15.00,18.09,65.9,13.44,1.74,14.77,14.63,0.0,1.06,1048.0,14.82,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1640,1646,71.8,3,11.00,3.91,73,36.61,44.21,2.50,14.92,206,0.0,11.50,2045,303.79,9.90,1.000,37.50,24.82,100.0,27,42.75,0
38.603,0.00,-0.78,0.00,14.69,15.00,18.18,66.3,13.44,1.83,14.77,14.63,0.0,1.07,1048.0,14.82,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1591,1699,71.8,3,11.00,3.94,73,36.92,38.01,2.46,15.03,206,0.0,11.00,2052,304.66,9.95,1.000,36.72,24.90,100.0,27,43.14,0
38.641,0.00,-0.78,0.00,14.74,15.00,18.27,66.7,13.44,1.91,14.70,14.57,0.0,1.09,1048.0,14.76,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1652,1699,71.8,3,10.00,3.94,73,37.43,42.97,2.38,15.13,206,0.0,10.50,2050,305.39,9.94,1.000,37.50,25.00,100.0,27,43.92,0
38.671,0.00,-0.78,0.00,14.80,15.00,18.30,66.7,13.44,1.99,14.70,14.56,0.0,1.10,1048.0,14.70,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1634,1699,71.8,3,10.00,3.94,73,38.43,45.60,2.38,15.20,206,0.0,10.50,2052,305.39,9.83,1.000,37.50,25.02,100.0,27,43.92,0
38.703,0.78,-0.78,0.00,14.87,15.00,18.32,66.7,13.28,2.09,14.70,14.56,0.0,1.12,1047.9,14.70,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1585,1699,71.8,3,10.00,3.94,73,38.78,40.60,2.48,15.40,206,0.0,10.00,2055,305.40,9.78,1.000,33.59,25.02,100.0,28,43.92,0
38.717,1.56,-0.78,0.00,14.82,15.00,18.44,66.7,13.36,2.14,14.64,14.50,0.0,1.11,1047.9,14.64,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1656,1699,71.8,3,9.50,4.39,73,39.52,43.79,2.56,15.52,206,0.0,10.00,2059,305.29,9.73,1.000,35.16,25.04,100.0,28,43.53,0
38.748,1.56,-0.78,0.00,14.85,15.00,18.49,66.7,13.36,2.23,14.64,14.50,0.0,1.15,1047.9,14.64,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1721,1699,71.8,3,9.50,4.39,73,40.19,47.44,2.56,15.64,206,0.0,9.50,2069,305.20,9.66,1.000,35.16,25.04,100.0,28,43.53,0
38.777,1.56,-0.78,0.00,14.91,15.00,18.74,66.3,13.44,2.31,14.64,14.50,0.0,1.15,1047.9,14.64,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1667,1699,71.8,3,9.00,4.44,73,40.73,41.61,2.50,15.69,206,0.0,9.00,2082,305.10,9.59,1.000,36.72,25.10,100.0,28,42.75,0
38.792,1.56,-0.78,0.00,14.81,15.00,18.89,66.3,13.44,2.37,14.57,14.44,0.0,1.16,1047.9,14.64,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1708,1778,71.8,3,9.00,4.44,73,41.05,49.53,2.50,15.64,206,0.0,9.00,2083,305.10,9.55,1.000,36.72,25.11,100.0,28,42.75,0
38.825,1.56,-0.78,0.00,14.83,15.00,18.97,66.3,13.44,2.44,14.57,14.44,0.0,1.18,1047.9,14.59,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1706,1778,71.8,3,8.50,4.45,73,41.33,43.93,2.50,15.90,206,0.0,8.50,2085,304.61,9.44,1.000,36.72,25.08,100.0,28,42.35,0
38.851,2.34,-0.78,0.00,14.75,15.00,19.17,65.9,13.12,2.56,14.51,14.37,0.0,1.19,1047.8,14.53,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1809,1778,71.8,3,7.50,4.47,73,42.44,44.48,2.54,16.07,206,0.0,8.50,2098,304.40,9.40,1.000,37.50,25.11,100.0,28,41.57,0
38.893,2.34,-0.78,0.00,14.77,15.00,19.18,65.9,13.12,2.72,14.51,14.37,0.0,1.22,1047.8,14.53,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1839,1778,71.8,3,7.50,4.47,73,42.94,50.05,2.54,16.17,206,0.0,7.50,2096,304.15,9.20,1.000,37.50,25.09,100.0,28,41.57,0
38.908,1.56,-0.78,0.00,14.66,15.00,19.42,65.9,13.36,2.85,14.51,14.37,0.0,1.23,1047.8,14.53,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1840,1778,78.8,3,7.00,4.47,73,43.74,45.60,2.64,16.32,206,0.0,7.50,2109,304.19,9.08,1.000,34.38,25.13,100.0,29,41.57,0
38.935,1.56,-0.78,0.00,14.65,15.00,19.70,65.9,13.28,2.95,14.44,14.31,0.0,1.24,1047.8,14.53,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1829,1845,78.8,3,7.00,4.96,73,44.22,51.80,2.66,16.54,206,0.0,7.00,2123,303.98,9.01,1.000,36.72,25.15,100.0,29,41.18,0
38.963,1.56,-0.78,0.00,14.65,15.00,19.89,65.9,13.28,3.01,14.44,14.31,0.0,1.25,1047.8,14.47,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1856,1845,78.8,3,7.00,4.96,73,44.88,45.46,2.66,16.45,206,0.0,7.00,2130,303.89,8.96,1.000,36.72,25.17,100.0,29,41.18,0
38.988,2.34,-0.78,0.00,14.64,15.00,19.91,65.5,13.36,3.20,14.44,14.31,0.0,1.27,1047.8,14.47,194,0.688,2.46,0.00,0.0,0.0,0.00,-1.41,1.000,1894,1845,78.8,3,6.50,5.00,73,45.85,48.74,2.64,16.52,206,0.0,6.50,2133,303.65,8.78,1.000,35.16,25.18,100.0,29,40.39,0
39.030,2.34,-0.78,0.00,14.50,15.00,20.16,65.5,13.44,3.39,14.38,14.24,0.0,1.31,1047.7,14.42,194,0.688,2.81,0.00,0.0,0.0,0.00,-1.41,1.000,1966,1845,78.8,3,6.00,4.54,72,46.27,52.56,2.58,16.77,206,0.0,6.00,2133,303.52,8.58,1.000,34.38,25.17,100.0,29,40.00,0
39.057,2.34,-0.78,0.00,14.58,15.00,20.31,65.5,13.44,3.47,14.38,14.24,0.0,1.29,1047.7,14.42,194,0.688,2.81,0.00,0.0,0.0,0.00,-1.41,1.000,1855,1845,78.8,3,5.50,5.02,72,46.81,47.96,2.60,16.96,206,0.0,6.00,2139,303.54,8.51,1.000,35.16,25.19,100.0,29,40.00,0
39.074,2.34,-0.78,0.00,14.50,15.00,20.45,65.5,13.44,3.59,14.38,14.24,0.0,1.31,1047.7,14.42,194,0.688,2.81,0.00,0.0,0.0,0.00,-2.11,1.000,1904,1845,78.8,3,5.50,5.02,72,47.52,55.41,2.60,17.17,206,0.0,6.00,2151,303.58,8.46,1.000,35.16,25.23,100.0,29,40.00,0
39.098,2.34,-0.78,-0.12,14.50,15.00,20.71,65.5,13.28,3.65,14.38,14.24,0.0,1.31,1047.7,14.42,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1821,1845,78.8,3,5.50,5.06,72,48.04,47.18,2.64,17.07,206,0.0,6.00,2159,303.60,8.40,1.000,36.72,25.25,100.0,29,39.22,0
39.123,3.12,-0.78,-0.12,14.44,14.70,20.77,65.5,13.36,3.79,14.13,13.99,0.0,1.32,1047.7,14.15,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1923,1845,78.8,3,4.50,5.55,72,48.35,53.06,2.70,17.28,206,0.0,6.00,2169,303.62,8.31,1.000,34.38,25.28,100.0,29,38.82,0
39.150,3.12,-0.78,-0.12,14.35,14.71,20.87,65.5,13.36,3.88,14.13,13.99,0.0,1.34,1047.7,14.15,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1937,1845,78.8,3,4.50,5.55,72,48.57,56.48,2.70,17.16,206,0.0,5.50,2174,303.40,8.25,1.000,34.38,25.28,100.0,29,38.82,0
39.184,3.12,-0.78,-0.12,14.33,14.41,20.85,65.5,13.36,4.03,13.89,13.74,0.0,1.36,1047.6,14.15,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1928,1845,78.8,3,4.50,5.56,72,48.93,56.48,2.78,17.42,206,0.0,5.00,2172,303.15,8.07,1.000,37.50,25.27,100.0,29,38.43,0
39.215,3.91,-0.78,-0.25,14.21,14.41,20.89,65.1,13.28,4.15,13.89,13.74,0.0,1.37,1047.6,13.94,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1822,1845,78.8,3,4.50,5.57,72,50.15,53.06,2.78,17.56,206,0.0,5.50,2182,303.04,7.95,1.000,39.06,25.27,100.0,29,38.43,0
39.230,3.91,-0.78,-0.25,14.08,14.46,21.22,65.1,13.28,4.30,13.89,13.74,0.0,1.37,1047.6,13.94,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1895,1845,78.8,3,4.50,5.57,72,50.79,53.31,2.78,17.61,206,0.0,5.00,2186,303.06,7.81,1.000,39.06,25.30,100.0,29,38.43,0
39.245,3.12,-0.78,-0.25,14.02,14.47,21.33,65.1,13.36,4.39,13.89,13.74,0.0,1.40,1047.6,13.94,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1936,1845,78.8,3,4.00,5.61,72,50.63,53.31,2.78,17.65,206,0.0,5.00,2201,302.88,7.75,1.000,35.16,25.34,100.0,29,38.04,0
39.282,3.91,-0.78,-0.38,13.70,14.25,21.52,65.1,13.36,4.57,13.64,13.49,0.0,1.40,1047.6,13.68,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1873,1845,78.8,3,3.50,5.66,72,52.61,50.05,2.74,17.84,206,0.0,4.50,2212,302.90,7.71,1.000,32.03,25.36,100.0,30,37.25,0
39.329,3.12,-0.78,-0.50,13.70,14.28,21.65,65.1,13.28,4.69,13.64,13.49,0.0,1.45,1047.5,13.68,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1865,1845,78.8,3,3.50,6.14,72,52.93,52.56,2.72,17.94,206,0.0,4.00,2214,302.80,7.55,1.000,35.16,25.38,100.0,30,37.25,0
39.355,3.12,-0.78,-0.50,13.60,14.07,21.73,65.1,13.28,4.82,13.39,13.25,0.0,1.45,1047.5,13.39,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1801,1845,78.8,3,3.50,6.14,72,54.58,59.93,2.72,18.19,206,0.0,3.50,2219,302.81,7.42,1.000,35.16,25.39,100.0,30,37.25,0
39.383,3.91,-0.78,-0.50,13.55,14.33,21.87,64.7,13.28,4.95,13.64,13.49,0.0,1.42,1047.5,13.39,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1898,1845,78.8,3,2.50,6.16,72,54.42,58.99,2.72,18.20,206,0.0,4.50,2229,302.59,7.27,1.000,38.28,25.41,100.0,30,36.86,0
39.398,3.91,-0.78,-0.62,13.46,14.15,22.04,64.7,13.28,5.07,13.39,13.25,0.0,1.45,1047.5,13.39,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1875,1845,78.8,3,3.00,6.21,72,54.94,61.81,2.70,18.38,206,0.0,4.00,2238,302.38,7.21,1.000,34.38,25.40,100.0,30,36.08,0
39.428,3.91,-0.78,-0.62,13.34,14.23,22.32,64.3,13.28,5.16,13.39,13.24,0.0,1.46,1047.5,13.39,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1926,1845,78.8,3,3.00,6.21,72,55.75,64.04,2.70,18.51,206,0.0,4.00,2250,301.83,7.12,1.000,34.38,25.43,100.0,30,36.08,0
39.457,3.12,-0.78,-0.62,13.29,14.26,22.40,64.3,13.28,5.28,13.39,13.24,0.0,1.47,1047.5,13.39,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1875,1845,78.8,3,3.00,6.25,72,55.89,52.56,2.74,18.52,206,0.0,4.00,2257,301.62,6.96,1.000,33.59,25.44,100.0,30,35.29,0
39.472,3.12,-0.78,-0.62,13.20,14.11,22.51,64.3,13.28,5.32,13.14,13.00,0.0,1.49,1047.5,13.39,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1768,1845,78.8,3,3.00,6.25,72,55.96,53.31,2.74,18.66,206,0.0,3.50,2258,301.38,6.90,1.000,33.59,25.42,100.0,30,35.29,0
39.508,3.12,-0.78,-0.75,13.08,14.11,22.52,64.3,13.28,5.46,13.14,13.00,0.0,1.50,1047.3,13.16,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1828,1845,78.8,3,2.50,6.76,72,56.27,61.81,2.74,18.78,206,0.0,3.00,2263,301.29,6.79,1.000,32.03,25.43,100.0,30,34.90,0
39.527,3.12,-0.78,-0.75,13.12,14.14,22.61,63.9,13.28,5.61,13.14,13.00,0.0,1.49,1047.3,13.16,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1846,1845,78.8,3,2.00,6.78,72,57.03,55.95,2.74,18.80,206,0.0,3.50,2271,301.18,6.74,1.000,35.16,25.44,100.0,30,34.51,0
39.552,3.12,-0.78,-0.75,13.04,14.20,22.77,63.9,13.28,5.65,13.14,13.00,0.0,1.50,1047.3,13.16,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1870,1845,78.8,3,2.00,6.78,72,57.35,64.71,2.74,18.95,206,0.0,3.00,2274,301.19,6.61,1.000,35.16,25.46,100.0,30,34.51,0
39.583,3.12,-0.78,-0.88,12.94,14.07,22.84,63.9,13.28,5.79,12.89,12.75,0.0,1.50,1047.3,13.16,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1841,1845,78.8,3,2.00,6.80,72,57.44,65.04,2.80,19.37,206,0.0,2.50,2289,301.21,6.51,1.000,37.50,25.48,100.0,30,34.51,0
39.598,3.91,-0.78,-0.88,12.87,14.15,23.01,63.9,13.44,5.84,12.88,12.75,0.0,1.54,1047.3,12.89,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1920,1845,78.8,3,1.50,6.85,72,58.68,67.69,2.82,19.14,206,0.0,2.50,2293,301.01,6.51,1.000,35.16,25.50,100.0,31,34.12,0
39.627,3.91,-0.78,-0.88,12.91,14.19,23.12,63.9,13.44,5.95,12.88,12.75,0.0,1.54,1047.3,12.89,194,0.688,2.81,-0.50,0.0,0.0,0.00,-2.11,1.000,1749,1845,78.8,3,1.50,6.85,72,59.16,65.70,2.82,19.34,206,0.0,2.50,2301,300.81,6.42,1.000,35.16,25.52,100.0,31,34.12,0
39.644,3.91,-0.78,-0.88,12.92,14.19,23.40,63.9,13.36,6.04,12.63,12.50,0.0,1.58,1047.2,12.89,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1868,1845,78.8,3,1.00,7.38,72,59.04,59.31,2.86,19.23,206,0.0,2.00,2311,300.74,6.31,1.000,35.94,25.55,100.0,31,33.33,0
39.683,4.69,0.00,-1.00,12.68,14.25,23.52,63.9,13.36,6.13,12.51,12.50,0.0,1.55,1047.2,12.54,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1751,1845,78.8,3,1.00,7.91,72,59.97,64.37,2.94,19.41,206,0.0,2.00,2318,300.88,6.27,1.000,36.72,25.57,100.0,31,32.94,0
39.707,4.69,0.00,-1.00,12.67,14.41,23.62,63.9,13.36,6.28,12.76,12.75,0.0,1.54,1047.2,12.80,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1882,1845,78.8,3,1.00,7.91,72,60.31,67.36,2.94,19.54,206,0.0,2.50,2334,301.04,6.22,1.000,36.72,25.60,100.0,31,32.94,0
39.731,2.34,0.00,-1.25,12.41,14.48,24.05,63.9,13.36,6.31,12.63,12.50,0.0,1.59,1047.2,12.89,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1757,1845,78.8,3,1.50,7.97,72,60.84,67.69,2.96,19.56,206,0.0,2.00,2334,300.93,6.12,1.000,34.38,25.63,100.0,31,32.55,0
39.756,2.34,0.00,-1.25,12.30,14.48,24.02,63.9,13.36,6.43,12.51,12.50,0.0,1.58,1047.2,12.67,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1814,1845,78.8,3,1.50,7.97,72,61.98,65.70,2.96,20.07,206,0.0,2.00,2340,300.95,6.02,1.000,34.38,25.65,100.0,31,32.55,0
39.786,3.12,0.00,-1.25,12.43,14.54,24.16,63.5,13.28,6.48,12.51,12.50,0.0,1.59,1047.2,12.54,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1968,1845,78.8,3,1.50,8.01,72,62.67,58.37,2.96,19.74,206,0.0,2.00,2350,300.75,5.98,1.000,35.94,25.66,100.0,32,32.16,0
39.801,3.12,0.00,-1.25,12.43,14.56,24.16,63.5,13.36,6.61,12.51,12.50,0.0,1.60,1047.2,12.54,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1837,1845,78.8,3,1.50,8.03,72,63.79,65.70,2.92,20.18,206,0.0,1.50,2354,300.64,5.87,1.000,35.16,25.66,100.0,32,31.76,0
39.834,3.12,0.00,-1.25,12.37,15.46,24.67,63.5,13.36,6.66,12.43,12.42,0.0,1.60,1047.1,12.46,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1734,1845,78.8,3,1.50,8.03,72,63.59,67.36,2.92,20.00,206,0.0,1.50,2365,300.56,5.87,1.000,35.16,25.69,100.0,32,31.76,0
39.848,3.12,0.00,-1.25,12.39,15.49,24.86,63.1,13.44,6.81,12.43,12.42,0.0,1.62,1047.1,12.46,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1768,1845,78.8,3,1.00,8.60,72,63.75,59.93,2.84,20.07,206,0.0,1.50,2371,300.00,5.67,1.000,38.28,25.68,100.0,32,31.37,0
39.878,3.12,0.00,-1.25,12.35,15.52,25.00,63.1,13.44,6.92,12.43,12.42,0.0,1.63,1047.1,12.46,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1940,1845,78.8,3,1.00,8.60,72,64.83,68.35,2.84,20.10,206,0.0,1.50,2383,299.94,5.64,1.000,38.28,25.68,100.0,32,31.37,0
39.897,2.34,0.00,-1.25,12.16,15.54,25.13,63.1,13.28,7.00,12.43,12.42,0.0,1.64,1047.1,12.46,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1866,1845,78.8,3,1.00,8.13,72,65.53,69.72,2.86,20.29,206,0.0,1.50,2383,299.81,5.34,1.000,31.25,25.51,100.0,32,30.59,0
39.922,0.78,0.00,-1.38,12.09,16.22,25.35,63.1,13.44,7.05,12.35,12.35,0.0,1.64,1047.1,12.38,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1764,1845,78.8,3,1.00,8.16,72,65.83,65.70,2.92,20.33,206,0.0,1.50,2392,299.84,5.31,1.000,38.28,25.51,100.0,32,30.20,0
39.954,0.78,0.00,-1.38,12.19,16.22,25.47,63.1,13.44,7.17,12.35,12.35,0.0,1.64,1047.1,12.38,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1995,1845,78.8,3,1.00,8.16,72,66.08,65.04,2.92,20.84,206,0.0,1.50,2399,299.86,5.23,1.000,38.28,25.54,100.0,32,30.20,0
39.984,1.56,0.00,-1.50,12.05,16.17,25.60,63.1,14.00,7.25,12.35,12.35,0.0,1.67,1047.0,12.38,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1960,1845,78.8,3,1.00,8.22,72,67.45,70.06,3.06,20.54,206,0.0,1.00,2417,300.05,5.15,1.000,39.06,25.60,100.0,32,29.80,0
39.998,1.56,0.00,-1.50,11.99,16.14,25.52,63.1,14.00,7.39,12.34,12.35,0.0,1.66,1047.0,12.38,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1905,1845,78.8,3,1.00,8.22,72,67.35,70.75,3.06,20.63,206,0.0,1.00,2426,299.85,5.06,1.000,39.06,25.63,100.0,32,29.80,0
40.017,1.56,0.00,-1.50,12.02,16.10,25.50,62.7,13.60,7.42,12.35,12.35,0.0,1.67,1047.0,12.38,194,0.688,3.16,0.00,0.0,0.0,0.00,-2.11,1.000,1904,1845,78.8,3,0.50,8.80,72,67.88,64.37,3.02,20.61,206,0.0,1.00,2435,299.55,5.05,1.000,33.59,25.64,100.0,32,29.41,0
40.038,0.78,0.00,-1.38,12.07,16.68,25.70,62.7,14.00,7.57,12.27,12.27,0.0,1.69,1047.0,12.30,194,0.688,3.52,0.00,0.0,0.0,0.00,-2.11,1.000,1917,1845,78.8,3,0.50,8.80,72,68.66,65.37,2.90,21.24,206,0.0,1.00,2427,299.51,4.90,1.000,34.38,25.60,100.0,33,29.02,0
40.058,0.78,0.00,-1.38,11.81,16.70,25.71,62.7,14.00,7.60,12.27,12.27,0.0,1.69,1047.0,12.30,194,0.688,3.52,0.00,0.0,0.0,0.00,-2.11,1.000,1855,1845,78.8,3,0.50,8.80,72,69.05,75.80,2.90,20.86,206,0.0,1.50,2426,299.51,4.79,1.000,34.38,25.59,100.0,33,29.02,0
40.082,-0.78,0.00,-1.50,11.89,16.66,25.69,62.7,13.92,7.71,12.27,12.27,0.0,1.69,1047.0,12.30,194,0.688,3.52,0.00,0.0,0.0,0.00,-2.11,1.000,1846,1845,78.8,3,1.00,9.36,72,68.71,63.71,2.88,21.43,206,0.0,1.50,2436,299.55,4.77,1.000,35.16,25.61,100.0,33,29.41,0
40.107,-0.78,0.00,-1.50,11.77,16.55,25.64,62.7,13.92,7.82,12.27,12.27,0.0,1.69,1047.0,12.30,194,0.688,3.52,0.00,0.0,0.0,0.00,-4.22,1.000,1885,1845,78.8,3,1.00,9.36,70,70.07,71.79,2.88,21.19,206,0.0,1.50,2459,299.64,4.68,1.000,35.16,25.70,100.0,33,29.41,0
40.143,-1.56,0.00,-1.75,11.72,16.55,25.71,62.7,14.00,8.00,12.27,12.27,0.0,1.71,1046.9,12.30,194,0.688,3.52,-2.50,0.0,0.0,0.00,-4.22,1.000,1855,1845,78.8,3,-1.50,9.44,70,70.54,75.80,3.04,21.67,206,0.0,1.00,2456,299.50,4.63,1.000,36.72,25.70,100.0,33,29.02,0
40.173,-1.56,0.00,-1.62,11.81,17.06,25.76,62.7,13.92,8.03,12.22,12.22,0.0,1.71,1046.9,12.30,194,0.688,3.52,-2.50,0.0,0.0,0.00,-4.22,1.000,1980,1845,78.8,3,-2.00,8.91,70,70.51,62.44,3.06,21.26,206,0.0,1.00,2461,299.50,4.45,1.000,35.16,25.68,100.0,33,29.02,0
40.206,-1.56,0.00,-1.62,11.79,17.03,25.75,62.7,13.92,8.12,12.21,12.22,0.0,1.72,1046.9,12.22,194,0.688,3.52,-2.50,0.0,0.0,0.00,-4.22,1.000,1815,1845,78.8,3,-2.00,8.91,70,71.05,77.40,3.06,21.82,206,0.0,1.00,2469,299.41,4.36,1.000,35.16,25.69,100.0,33,29.02,0
40.235,-1.56,0.00,-1.50,11.84,16.46,25.67,62.7,13.92,8.26,12.26,12.27,0.0,1.72,1046.9,12.30,194,0.688,3.52,-2.50,0.0,0.0,0.00,-4.22,1.000,1843,1845,78.8,3,-2.00,9.48,70,71.26,71.10,2.92,21.47,206,0.0,1.00,2483,299.73,4.33,1.000,39.06,25.76,100.0,34,29.02,0
40.249,-1.56,0.00,-1.62,11.83,16.83,25.68,62.7,13.92,8.38,12.21,12.22,0.0,1.72,1046.9,12.22,192,0.688,3.52,-2.50,0.0,0.0,0.00,-4.22,1.000,1913,1845,78.8,3,-2.00,9.56,70,71.58,70.06,3.00,22.13,206,0.0,1.00,2503,299.68,4.26,1.000,35.16,25.83,100.0,34,29.02,0
40.281,-1.56,0.00,-1.62,11.85,16.30,25.59,62.7,13.92,8.49,12.26,12.27,0.0,1.71,1046.9,12.22,192,0.688,3.52,-2.50,0.0,0.0,0.00,-4.22,1.000,1877,1845,78.8,3,-2.00,9.56,70,72.05,72.13,3.00,21.70,206,0.0,1.00,2513,299.84,4.21,1.000,35.16,25.88,100.0,34,29.02,0
40.306,-1.56,0.00,-1.62,11.88,16.69,25.67,62.7,13.76,8.60,12.21,12.22,0.0,1.73,1046.8,12.22,192,0.688,3.52,-2.50,0.0,0.0,0.00,-4.22,1.000,1781,1845,78.8,3,-2.00,9.13,70,72.70,72.13,3.16,22.32,206,0.0,1.00,2522,299.75,4.10,1.000,36.72,25.90,100.0,34,29.02,0
40.345,-1.56,0.00,-1.50,11.99,16.70,25.73,62.7,13.84,8.72,12.21,12.22,0.0,1.75,1046.8,12.22,192,0.688,3.52,-2.50,0.0,0.0,0.00,-4.22,1.000,1878,1845,78.8,3,-2.00,9.68,70,74.07,79.00,2.96,21.88,206,0.0,1.00,2519,299.62,3.95,1.000,34.38,25.87,100.0,34,29.02,0
40.374,-1.56,0.00,-1.50,12.06,17.12,25.82,62.7,14.00,8.82,12.15,12.17,0.0,1.77,1046.8,12.22,192,0.688,3.52,-2.50,0.0,0.0,0.00,-4.22,1.000,1754,1845,78.8,3,-2.00,9.66,70,74.63,79.32,3.06,22.13,206,0.0,0.50,2519,299.74,3.85,1.000,34.38,25.87,100.0,34,29.41,0
40.404,-1.56,0.00,-1.50,11.96,17.10,25.77,62.7,14.00,8.96,12.15,12.17,0.0,1.76,1046.8,12.18,192,0.688,3.52,-2.50,0.0,0.0,0.00,-4.22,1.000,1850,1845,78.8,3,-2.00,9.66,70,74.56,76.44,3.06,22.15,206,0.0,0.50,2534,299.91,3.75,1.000,34.38,25.90,100.0,34,29.41,0
